1339760
font: 34039 	P(word|spam): 0.025407 	P(spam|word): 0.997671
dreams: 28 	P(word|spam): 0.000021 	P(spam|word): 0.884571
roster: 28 	P(word|spam): 0.000021 	P(spam|word): 0.900000
nospam: 28 	P(word|spam): 0.000021 	P(spam|word): 0.900000
gateway: 28 	P(word|spam): 0.000021 	P(spam|word): 0.599243
rovdb001: 28 	P(word|spam): 0.000021 	P(spam|word): 0.900000
pmg: 28 	P(word|spam): 0.000021 	P(spam|word): 0.900000
8f: 28 	P(word|spam): 0.000021 	P(spam|word): 0.983950
xumx: 28 	P(word|spam): 0.000021 	P(spam|word): 0.900000
mike: 28 	P(word|spam): 0.000021 	P(spam|word): 0.430806
levels: 28 	P(word|spam): 0.000021 	P(spam|word): 0.782904
polwas: 28 	P(word|spam): 0.000021 	P(spam|word): 0.900000
banners: 28 	P(word|spam): 0.000021 	P(spam|word): 0.900000
alone: 28 	P(word|spam): 0.000021 	P(spam|word): 0.686473
bk: 28 	P(word|spam): 0.000021 	P(spam|word): 0.900000
wanting: 28 	P(word|spam): 0.000021 	P(spam|word): 0.871989
medications: 28 	P(word|spam): 0.000021 	P(spam|word): 0.983950
consumers: 28 	P(word|spam): 0.000021 	P(spam|word): 0.924593
2615: 28 	P(word|spam): 0.000021 	P(spam|word): 0.968408
baseline: 28 	P(word|spam): 0.000021 	P(spam|word): 0.744856
disclosure: 28 	P(word|spam): 0.000021 	P(spam|word): 0.773032
final: 28 	P(word|spam): 0.000021 	P(spam|word): 0.702198
tabs: 28 	P(word|spam): 0.000021 	P(spam|word): 0.983950
effect: 28 	P(word|spam): 0.000021 	P(spam|word): 0.545885
reasons: 28 	P(word|spam): 0.000021 	P(spam|word): 0.576695
california: 28 	P(word|spam): 0.000021 	P(spam|word): 0.793031
ages: 28 	P(word|spam): 0.000021 	P(spam|word): 0.793031
follows: 28 	P(word|spam): 0.000021 	P(spam|word): 0.694246
ourselves: 28 	P(word|spam): 0.000021 	P(spam|word): 0.847870
tremendous: 28 	P(word|spam): 0.000021 	P(spam|word): 0.968408
jlaserjet: 28 	P(word|spam): 0.000021 	P(spam|word): 0.900000
mailpound: 28 	P(word|spam): 0.000021 	P(spam|word): 0.900000
deals: 28 	P(word|spam): 0.000021 	P(spam|word): 0.814093
mba: 27 	P(word|spam): 0.000020 	P(spam|word): 0.900000
jim: 27 	P(word|spam): 0.000020 	P(spam|word): 0.546787
specialists: 27 	P(word|spam): 0.000020 	P(spam|word): 0.967276
planet: 27 	P(word|spam): 0.000020 	P(spam|word): 0.766588
wants: 27 	P(word|spam): 0.000020 	P(spam|word): 0.602515
myshoppingplace: 27 	P(word|spam): 0.000020 	P(spam|word): 0.900000
places: 27 	P(word|spam): 0.000020 	P(spam|word): 0.648803
placed: 27 	P(word|spam): 0.000020 	P(spam|word): 0.843119
cooperation: 27 	P(word|spam): 0.000020 	P(spam|word): 0.894127
correspondence: 27 	P(word|spam): 0.000020 	P(spam|word): 0.967276
initial: 27 	P(word|spam): 0.000020 	P(spam|word): 0.663363
480: 27 	P(word|spam): 0.000020 	P(spam|word): 0.900000
pci: 27 	P(word|spam): 0.000020 	P(spam|word): 0.797617
concerns: 27 	P(word|spam): 0.000020 	P(spam|word): 0.786999
detail: 27 	P(word|spam): 0.000020 	P(spam|word): 0.867874
fuel: 27 	P(word|spam): 0.000020 	P(spam|word): 0.867874
subscribed: 27 	P(word|spam): 0.000020 	P(spam|word): 0.621518
promise: 27 	P(word|spam): 0.000020 	P(spam|word): 0.808526
volume: 27 	P(word|spam): 0.000020 	P(spam|word): 0.819737
173: 27 	P(word|spam): 0.000020 	P(spam|word): 0.476300
az: 27 	P(word|spam): 0.000020 	P(spam|word): 0.967276
failed: 27 	P(word|spam): 0.000020 	P(spam|word): 0.602515
bo: 27 	P(word|spam): 0.000020 	P(spam|word): 0.900000
mail2: 27 	P(word|spam): 0.000020 	P(spam|word): 0.608719
colo: 27 	P(word|spam): 0.000020 	P(spam|word): 0.907858
touch: 27 	P(word|spam): 0.000020 	P(spam|word): 0.756775
guarantees: 27 	P(word|spam): 0.000020 	P(spam|word): 0.967276
requires: 27 	P(word|spam): 0.000020 	P(spam|word): 0.522618
ecis: 27 	P(word|spam): 0.000020 	P(spam|word): 0.900000
girls: 27 	P(word|spam): 0.000020 	P(spam|word): 0.819737
ia: 27 	P(word|spam): 0.000020 	P(spam|word): 0.900000
issues: 27 	P(word|spam): 0.000020 	P(spam|word): 0.434310
narrow: 27 	P(word|spam): 0.000020 	P(spam|word): 0.797617
twenty: 27 	P(word|spam): 0.000020 	P(spam|word): 0.843119
province: 27 	P(word|spam): 0.000020 	P(spam|word): 0.900000
ccffff: 27 	P(word|spam): 0.000020 	P(spam|word): 0.900000
pharmacy: 27 	P(word|spam): 0.000020 	P(spam|word): 0.900000
region: 27 	P(word|spam): 0.000020 	P(spam|word): 0.776659
redir: 27 	P(word|spam): 0.000020 	P(spam|word): 0.236357
cbs: 27 	P(word|spam): 0.000020 	P(spam|word): 0.900000
seventhpower: 27 	P(word|spam): 0.000020 	P(spam|word): 0.900000
footer: 27 	P(word|spam): 0.000020 	P(spam|word): 0.983366
instruction: 27 	P(word|spam): 0.000020 	P(spam|word): 0.747209
pg: 27 	P(word|spam): 0.000020 	P(spam|word): 0.900000
us4: 27 	P(word|spam): 0.000020 	P(spam|word): 0.831264
aweber: 27 	P(word|spam): 0.000020 	P(spam|word): 0.900000
screen: 27 	P(word|spam): 0.000020 	P(spam|word): 0.562392
resell: 27 	P(word|spam): 0.000020 	P(spam|word): 0.900000
putting: 27 	P(word|spam): 0.000020 	P(spam|word): 0.747209
factor: 27 	P(word|spam): 0.000020 	P(spam|word): 0.786999
shall: 27 	P(word|spam): 0.000020 	P(spam|word): 0.922017
timshometownstories: 27 	P(word|spam): 0.000020 	P(spam|word): 0.900000
distribution: 27 	P(word|spam): 0.000020 	P(spam|word): 0.434310
int: 27 	P(word|spam): 0.000020 	P(spam|word): 0.152711
moore: 27 	P(word|spam): 0.000020 	P(spam|word): 0.907858
heart: 27 	P(word|spam): 0.000020 	P(spam|word): 0.819737
fff: 27 	P(word|spam): 0.000020 	P(spam|word): 0.900000
230033ff: 27 	P(word|spam): 0.000020 	P(spam|word): 0.900000
washington: 27 	P(word|spam): 0.000020 	P(spam|word): 0.557092
goals: 27 	P(word|spam): 0.000020 	P(spam|word): 0.880805
mine: 27 	P(word|spam): 0.000020 	P(spam|word): 0.663363
debra: 27 	P(word|spam): 0.000020 	P(spam|word): 0.983366
film: 27 	P(word|spam): 0.000020 	P(spam|word): 0.536856
networks: 27 	P(word|spam): 0.000020 	P(spam|word): 0.461429
formulated: 27 	P(word|spam): 0.000020 	P(spam|word): 0.983366
obtaining: 27 	P(word|spam): 0.000020 	P(spam|word): 0.983366
counting: 27 	P(word|spam): 0.000020 	P(spam|word): 0.855318
myself: 27 	P(word|spam): 0.000020 	P(spam|word): 0.573300
hotel: 27 	P(word|spam): 0.000020 	P(spam|word): 0.967276
profitbanners: 27 	P(word|spam): 0.000020 	P(spam|word): 0.900000
eastern: 27 	P(word|spam): 0.000020 	P(spam|word): 0.951704
personal9: 27 	P(word|spam): 0.000020 	P(spam|word): 0.900000
virtually: 27 	P(word|spam): 0.000020 	P(spam|word): 0.843119
emailharvest: 27 	P(word|spam): 0.000020 	P(spam|word): 0.880805
graphics: 27 	P(word|spam): 0.000020 	P(spam|word): 0.573300
phones: 27 	P(word|spam): 0.000020 	P(spam|word): 0.907858
otcbb: 27 	P(word|spam): 0.000020 	P(spam|word): 0.900000
established: 27 	P(word|spam): 0.000020 	P(spam|word): 0.894127
free4all: 27 	P(word|spam): 0.000020 	P(spam|word): 0.900000
ansi: 27 	P(word|spam): 0.000020 	P(spam|word): 0.936626
325: 27 	P(word|spam): 0.000020 	P(spam|word): 0.983366
progress: 27 	P(word|spam): 0.000020 	P(spam|word): 0.711250
gwih: 27 	P(word|spam): 0.000020 	P(spam|word): 0.900000
adding: 27 	P(word|spam): 0.000020 	P(spam|word): 0.621518
efforts: 27 	P(word|spam): 0.000020 	P(spam|word): 0.843119
season: 27 	P(word|spam): 0.000020 	P(spam|word): 0.907858
stocks: 27 	P(word|spam): 0.000020 	P(spam|word): 0.797617
ize: 27 	P(word|spam): 0.000020 	P(spam|word): 0.983366
2400: 27 	P(word|spam): 0.000020 	P(spam|word): 0.766588
lean: 27 	P(word|spam): 0.000020 	P(spam|word): 0.983366
rovadmin: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
mindspring: 26 	P(word|spam): 0.000019 	P(spam|word): 0.341031
former: 26 	P(word|spam): 0.000019 	P(spam|word): 0.694852
tracking: 26 	P(word|spam): 0.000019 	P(spam|word): 0.814093
followed: 26 	P(word|spam): 0.000019 	P(spam|word): 0.802615
train: 26 	P(word|spam): 0.000019 	P(spam|word): 0.890501
dqo8l2e: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
asking: 26 	P(word|spam): 0.000019 	P(spam|word): 0.537419
envex: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
telling: 26 	P(word|spam): 0.000019 	P(spam|word): 0.749761
tobacco: 26 	P(word|spam): 0.000019 	P(spam|word): 0.982737
library: 26 	P(word|spam): 0.000019 	P(spam|word): 0.558509
entered: 26 	P(word|spam): 0.000019 	P(spam|word): 0.949939
482: 26 	P(word|spam): 0.000019 	P(spam|word): 0.678293
0066cc: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
3d350: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
netzero: 26 	P(word|spam): 0.000019 	P(spam|word): 0.966060
earnings: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
judicial: 26 	P(word|spam): 0.000019 	P(spam|word): 0.949939
colleagues: 26 	P(word|spam): 0.000019 	P(spam|word): 0.919260
packard: 26 	P(word|spam): 0.000019 	P(spam|word): 0.890501
cols: 26 	P(word|spam): 0.000019 	P(spam|word): 0.982737
er: 26 	P(word|spam): 0.000019 	P(spam|word): 0.890501
3d19: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
advisor: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
died: 26 	P(word|spam): 0.000019 	P(spam|word): 0.770045
articles: 26 	P(word|spam): 0.000019 	P(spam|word): 0.749761
western: 26 	P(word|spam): 0.000019 	P(spam|word): 0.838062
photo: 26 	P(word|spam): 0.000019 	P(spam|word): 0.863486
nut: 26 	P(word|spam): 0.000019 	P(spam|word): 0.949939
nc: 26 	P(word|spam): 0.000019 	P(spam|word): 0.863486
nv: 26 	P(word|spam): 0.000019 	P(spam|word): 0.949939
b8u: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
palmgear: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
alter: 26 	P(word|spam): 0.000019 	P(spam|word): 0.890501
po: 26 	P(word|spam): 0.000019 	P(spam|word): 0.904652
worked: 26 	P(word|spam): 0.000019 	P(spam|word): 0.517864
sw: 26 	P(word|spam): 0.000019 	P(spam|word): 0.966060
accepting: 26 	P(word|spam): 0.000019 	P(spam|word): 0.966060
ing: 26 	P(word|spam): 0.000019 	P(spam|word): 0.802615
6701a8c0: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
beach: 26 	P(word|spam): 0.000019 	P(spam|word): 0.934348
coral: 26 	P(word|spam): 0.000019 	P(spam|word): 0.949939
solve: 26 	P(word|spam): 0.000019 	P(spam|word): 0.791456
acaslon: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
wars: 26 	P(word|spam): 0.000019 	P(spam|word): 0.850584
entitled: 26 	P(word|spam): 0.000019 	P(spam|word): 0.919260
originating: 26 	P(word|spam): 0.000019 	P(spam|word): 0.491061
difference: 26 	P(word|spam): 0.000019 	P(spam|word): 0.606079
900: 26 	P(word|spam): 0.000019 	P(spam|word): 0.949939
reverse: 26 	P(word|spam): 0.000019 	P(spam|word): 0.814093
submitting: 26 	P(word|spam): 0.000019 	P(spam|word): 0.825904
420: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
section1: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
dmeizys: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
light: 26 	P(word|spam): 0.000019 	P(spam|word): 0.619265
miami: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
9a: 26 	P(word|spam): 0.000019 	P(spam|word): 0.934348
feedback: 26 	P(word|spam): 0.000019 	P(spam|word): 0.759767
acquisition: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
2nd: 26 	P(word|spam): 0.000019 	P(spam|word): 0.890501
pager: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
movie: 26 	P(word|spam): 0.000019 	P(spam|word): 0.838062
majesty: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
kin: 26 	P(word|spam): 0.000019 	P(spam|word): 0.982737
rated: 26 	P(word|spam): 0.000019 	P(spam|word): 0.934348
emotional: 26 	P(word|spam): 0.000019 	P(spam|word): 0.949939
geocities: 26 	P(word|spam): 0.000019 	P(spam|word): 0.934348
honest: 26 	P(word|spam): 0.000019 	P(spam|word): 0.694852
4133: 26 	P(word|spam): 0.000019 	P(spam|word): 0.759767
showcases: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
statistics: 26 	P(word|spam): 0.000019 	P(spam|word): 0.904652
florida: 26 	P(word|spam): 0.000019 	P(spam|word): 0.890501
portion: 26 	P(word|spam): 0.000019 	P(spam|word): 0.780604
paragraphs: 26 	P(word|spam): 0.000019 	P(spam|word): 0.982737
france: 26 	P(word|spam): 0.000019 	P(spam|word): 0.694852
predict: 26 	P(word|spam): 0.000019 	P(spam|word): 0.949939
ministry: 26 	P(word|spam): 0.000019 	P(spam|word): 0.966060
especially: 26 	P(word|spam): 0.000019 	P(spam|word): 0.491061
yield: 26 	P(word|spam): 0.000019 	P(spam|word): 0.904652
mark: 26 	P(word|spam): 0.000019 	P(spam|word): 0.387452
mary: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
opted: 26 	P(word|spam): 0.000019 	P(spam|word): 0.966060
mailer4: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
560: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
driving: 26 	P(word|spam): 0.000019 	P(spam|word): 0.730518
versions: 26 	P(word|spam): 0.000019 	P(spam|word): 0.452065
younger: 26 	P(word|spam): 0.000019 	P(spam|word): 0.982737
bin14: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
moving: 26 	P(word|spam): 0.000019 	P(spam|word): 0.749761
analysis: 26 	P(word|spam): 0.000019 	P(spam|word): 0.721263
pakoa: 26 	P(word|spam): 0.000019 	P(spam|word): 0.900000
burner: 26 	P(word|spam): 0.000019 	P(spam|word): 0.850584
dna: 25 	P(word|spam): 0.000019 	P(spam|word): 0.713310
union: 25 	P(word|spam): 0.000019 	P(spam|word): 0.916301
millionaire: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
gtts1: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
renew: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
night: 25 	P(word|spam): 0.000019 	P(spam|word): 0.560048
brains: 25 	P(word|spam): 0.000019 	P(spam|word): 0.982059
placing: 25 	P(word|spam): 0.000019 	P(spam|word): 0.948041
widow: 25 	P(word|spam): 0.000019 	P(spam|word): 0.964750
inexpensive: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
advised: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
netnomad: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
primary: 25 	P(word|spam): 0.000019 	P(spam|word): 0.901215
proposed: 25 	P(word|spam): 0.000019 	P(spam|word): 0.820192
managing: 25 	P(word|spam): 0.000019 	P(spam|word): 0.845531
lets: 25 	P(word|spam): 0.000019 	P(spam|word): 0.808084
gains: 25 	P(word|spam): 0.000019 	P(spam|word): 0.901215
higher: 25 	P(word|spam): 0.000019 	P(spam|word): 0.722728
meaning: 25 	P(word|spam): 0.000019 	P(spam|word): 0.695191
kiff: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
dealer: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
studies: 25 	P(word|spam): 0.000019 	P(spam|word): 0.832669
constantcontact: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
partner2profit: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
fire: 25 	P(word|spam): 0.000019 	P(spam|word): 0.677970
00125e: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
firms: 25 	P(word|spam): 0.000019 	P(spam|word): 0.901215
338: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
doubt: 25 	P(word|spam): 0.000019 	P(spam|word): 0.677970
gb2312: 25 	P(word|spam): 0.000019 	P(spam|word): 0.982059
described: 25 	P(word|spam): 0.000019 	P(spam|word): 0.669676
located: 25 	P(word|spam): 0.000019 	P(spam|word): 0.820192
defense: 25 	P(word|spam): 0.000019 	P(spam|word): 0.722728
points: 25 	P(word|spam): 0.000019 	P(spam|word): 0.532792
totally: 25 	P(word|spam): 0.000019 	P(spam|word): 0.832669
seconds: 25 	P(word|spam): 0.000019 	P(spam|word): 0.645967
remote: 25 	P(word|spam): 0.000019 	P(spam|word): 0.342673
priced: 25 	P(word|spam): 0.000019 	P(spam|word): 0.982059
arabia: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
md: 25 	P(word|spam): 0.000019 	P(spam|word): 0.538028
nb: 25 	P(word|spam): 0.000019 	P(spam|word): 0.886617
thirty: 25 	P(word|spam): 0.000019 	P(spam|word): 0.931901
rmi: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
os: 25 	P(word|spam): 0.000019 	P(spam|word): 0.294705
directions: 25 	P(word|spam): 0.000019 	P(spam|word): 0.948041
windowtext: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
bigger: 25 	P(word|spam): 0.000019 	P(spam|word): 0.554376
2910: 25 	P(word|spam): 0.000019 	P(spam|word): 0.808084
sort: 25 	P(word|spam): 0.000019 	P(spam|word): 0.403262
marketingontarget: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
nationwide: 25 	P(word|spam): 0.000019 	P(spam|word): 0.916301
655410: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
certainly: 25 	P(word|spam): 0.000019 	P(spam|word): 0.472947
loose: 25 	P(word|spam): 0.000019 	P(spam|word): 0.845531
scheme: 25 	P(word|spam): 0.000019 	P(spam|word): 0.773813
experienced: 25 	P(word|spam): 0.000019 	P(spam|word): 0.713310
pacbell: 25 	P(word|spam): 0.000019 	P(spam|word): 0.623880
eat: 25 	P(word|spam): 0.000019 	P(spam|word): 0.784909
advance: 25 	P(word|spam): 0.000019 	P(spam|word): 0.820192
matching: 25 	P(word|spam): 0.000019 	P(spam|word): 0.763026
association: 25 	P(word|spam): 0.000019 	P(spam|word): 0.916301
relevant: 25 	P(word|spam): 0.000019 	P(spam|word): 0.468896
6b: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
ezauct: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
markets: 25 	P(word|spam): 0.000019 	P(spam|word): 0.845531
catalog: 25 	P(word|spam): 0.000019 	P(spam|word): 0.982059
generated: 25 	P(word|spam): 0.000019 	P(spam|word): 0.677970
england: 25 	P(word|spam): 0.000019 	P(spam|word): 0.845531
bidstogo: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
d6321b: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
bradley: 25 	P(word|spam): 0.000019 	P(spam|word): 0.948041
lender: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
employed: 25 	P(word|spam): 0.000019 	P(spam|word): 0.886617
treat: 25 	P(word|spam): 0.000019 	P(spam|word): 0.832669
sharing: 25 	P(word|spam): 0.000019 	P(spam|word): 0.742330
manufacturer: 25 	P(word|spam): 0.000019 	P(spam|word): 0.948041
artprice: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
enterprises: 25 	P(word|spam): 0.000019 	P(spam|word): 0.982059
0099ff: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
trip: 25 	P(word|spam): 0.000019 	P(spam|word): 0.858797
2egif: 25 	P(word|spam): 0.000019 	P(spam|word): 0.900000
stops: 25 	P(word|spam): 0.000019 	P(spam|word): 0.832669
ticket: 25 	P(word|spam): 0.000019 	P(spam|word): 0.982059
sky: 25 	P(word|spam): 0.000019 	P(spam|word): 0.722728
substances: 24 	P(word|spam): 0.000018 	P(spam|word): 0.963335
courses: 24 	P(word|spam): 0.000018 	P(spam|word): 0.900000
virus: 24 	P(word|spam): 0.000018 	P(spam|word): 0.512425
audio: 24 	P(word|spam): 0.000018 	P(spam|word): 0.593442
nter: 24 	P(word|spam): 0.000018 	P(spam|word): 0.900000
exposure: 24 	P(word|spam): 0.000018 	P(spam|word): 0.963335
convenient: 24 	P(word|spam): 0.000018 	P(spam|word): 0.801673
participation: 24 	P(word|spam): 0.000018 	P(spam|word): 0.963335
285: 24 	P(word|spam): 0.000018 	P(spam|word): 0.900000
requesting: 24 	P(word|spam): 0.000018 	P(spam|word): 0.981325
snoring: 24 	P(word|spam): 0.000018 	P(spam|word): 0.900000
mozilla: 24 	P(word|spam): 0.000018 	P(spam|word): 0.302788
reached: 24 	P(word|spam): 0.000018 	P(spam|word): 0.826903
moviles: 24 	P(word|spam): 0.000018 	P(spam|word): 0.900000
payable: 24 	P(word|spam): 0.000018 	P(spam|word): 0.900000
breasts: 24 	P(word|spam): 0.000018 	P(spam|word): 0.981325
app: 24 	P(word|spam): 0.000018 	P(spam|word): 0.567793
www185: 24 	P(word|spam): 0.000018 	P(spam|word): 0.900000
listen: 24 	P(word|spam): 0.000018 	P(spam|word): 0.766588
ver: 24 	P(word|spam): 0.000018 	P(spam|word): 0.853773
introducing: 24 	P(word|spam): 0.000018 	P(spam|word): 0.929264
carolina: 24 	P(word|spam): 0.000018 	P(spam|word): 0.900000
332: 24 	P(word|spam): 0.000018 	P(spam|word): 0.900000
expiration: 24 	P(word|spam): 0.000018 	P(spam|word): 0.963335
count: 24 	P(word|spam): 0.000018 	P(spam|word): 0.668994
opened: 24 	P(word|spam): 0.000018 	P(spam|word): 0.840124
ground: 24 	P(word|spam): 0.000018 	P(spam|word): 0.755566
pretty: 24 	P(word|spam): 0.000018 	P(spam|word): 0.366067
turnkey: 24 	P(word|spam): 0.000018 	P(spam|word): 0.900000
recommend: 24 	P(word|spam): 0.000018 	P(spam|word): 0.814093
near: 24 	P(word|spam): 0.000018 	P(spam|word): 0.544270
titles: 24 	P(word|spam): 0.000018 	P(spam|word): 0.929264
harvest: 24 	P(word|spam): 0.000018 	P(spam|word): 0.929264
criminal: 24 	P(word|spam): 0.000018 	P(spam|word): 0.801673
comfortable: 24 	P(word|spam): 0.000018 	P(spam|word): 0.840124
flonetwork: 24 	P(word|spam): 0.000018 	P(spam|word): 0.900000
2416: 24 	P(word|spam): 0.000018 	P(spam|word): 0.580335
oo: 24 	P(word|spam): 0.000018 	P(spam|word): 0.853773
exclusively: 24 	P(word|spam): 0.000018 	P(spam|word): 0.900000
checked: 24 	P(word|spam): 0.000018 	P(spam|word): 0.538690
previous: 24 	P(word|spam): 0.000018 	P(spam|word): 0.593442
leave: 24 	P(word|spam): 0.000018 	P(spam|word): 0.512425
opex: 24 	P(word|spam): 0.000018 	P(spam|word): 0.900000
lotus: 24 	P(word|spam): 0.000018 	P(spam|word): 0.945993
recruiters: 24 	P(word|spam): 0.000018 	P(spam|word): 0.900000
scholarships: 24 	P(word|spam): 0.000018 	P(spam|word): 0.900000
returned: 24 	P(word|spam): 0.000018 	P(spam|word): 0.826903
nvidia: 24 	P(word|spam): 0.000018 	P(spam|word): 0.652383
tabindex: 24 	P(word|spam): 0.000018 	P(spam|word): 0.900000
australia: 24 	P(word|spam): 0.000018 	P(spam|word): 0.897521
roberts: 24 	P(word|spam): 0.000018 	P(spam|word): 0.900000
rules: 24 	P(word|spam): 0.000018 	P(spam|word): 0.439557
mouse: 24 	P(word|spam): 0.000018 	P(spam|word): 0.826903
wealth: 24 	P(word|spam): 0.000018 	P(spam|word): 0.677620
bible: 24 	P(word|spam): 0.000018 	P(spam|word): 0.900000
ns1: 24 	P(word|spam): 0.000018 	P(spam|word): 0.929264
