977808
com: 17127 	P(word|ham): 0.017516 	P(ham|word): 0.748740
expert: 16 	P(word|ham): 0.000016 	P(ham|word): 0.722226
concerns: 16 	P(word|ham): 0.000016 	P(ham|word): 0.786999
hide: 16 	P(word|ham): 0.000016 	P(ham|word): 0.711250
t3: 16 	P(word|ham): 0.000016 	P(ham|word): 0.214879
independence: 16 	P(word|ham): 0.000016 	P(ham|word): 0.621518
fault: 16 	P(word|ham): 0.000016 	P(ham|word): 0.214879
connected: 16 	P(word|ham): 0.000016 	P(ham|word): 0.657044
picture: 16 	P(word|ham): 0.000016 	P(ham|word): 0.750660
cired: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
proud: 16 	P(word|ham): 0.000016 	P(ham|word): 0.600845
ntknow: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
wife: 16 	P(word|ham): 0.000016 	P(ham|word): 0.865441
flat: 16 	P(word|ham): 0.000016 	P(ham|word): 0.851796
sold: 16 	P(word|ham): 0.000016 	P(ham|word): 0.916301
larger: 16 	P(word|ham): 0.000016 	P(ham|word): 0.835072
hence: 16 	P(word|ham): 0.000016 	P(ham|word): 0.699371
decent: 16 	P(word|ham): 0.000016 	P(ham|word): 0.291049
spammer: 16 	P(word|ham): 0.000016 	P(ham|word): 0.120372
weather: 16 	P(word|ham): 0.000016 	P(ham|word): 0.120372
178: 16 	P(word|ham): 0.000016 	P(ham|word): 0.862917
listen: 16 	P(word|ham): 0.000016 	P(ham|word): 0.766588
respond: 16 	P(word|ham): 0.000016 	P(ham|word): 0.909005
opinions: 16 	P(word|ham): 0.000016 	P(ham|word): 0.551891
hiwaay: 16 	P(word|ham): 0.000016 	P(ham|word): 0.489252
ag: 16 	P(word|ham): 0.000016 	P(ham|word): 0.711250
keeping: 16 	P(word|ham): 0.000016 	P(ham|word): 0.823094
formats: 16 	P(word|ham): 0.000016 	P(ham|word): 0.291049
retrieving: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
codes: 16 	P(word|ham): 0.000016 	P(ham|word): 0.686473
green: 16 	P(word|ham): 0.000016 	P(ham|word): 0.904235
formatting: 16 	P(word|ham): 0.000016 	P(ham|word): 0.214879
zone: 16 	P(word|ham): 0.000016 	P(ham|word): 0.291049
confidential: 16 	P(word|ham): 0.000016 	P(ham|word): 0.934933
126: 16 	P(word|ham): 0.000016 	P(ham|word): 0.939259
skrew: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
inner: 16 	P(word|ham): 0.000016 	P(ham|word): 0.291049
sorts: 16 	P(word|ham): 0.000016 	P(ham|word): 0.353746
felt: 16 	P(word|ham): 0.000016 	P(ham|word): 0.577782
workaround: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
rwcrmhc51: 16 	P(word|ham): 0.000016 	P(ham|word): 0.353746
barry: 16 	P(word|ham): 0.000016 	P(ham|word): 0.353746
bernard: 16 	P(word|ham): 0.000016 	P(ham|word): 0.120372
quake: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
yapc: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
fiction: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
msc: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
explicitly: 16 	P(word|ham): 0.000016 	P(ham|word): 0.120372
color: 16 	P(word|ham): 0.000016 	P(ham|word): 0.999223
provider: 16 	P(word|ham): 0.000016 	P(ham|word): 0.804127
hackwatch: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
floyd: 16 	P(word|ham): 0.000016 	P(ham|word): 0.291049
disable: 16 	P(word|ham): 0.000016 	P(ham|word): 0.406255
2627: 16 	P(word|ham): 0.000016 	P(ham|word): 0.621518
warnings: 16 	P(word|ham): 0.000016 	P(ham|word): 0.214879
ph: 16 	P(word|ham): 0.000016 	P(ham|word): 0.741851
associated: 16 	P(word|ham): 0.000016 	P(ham|word): 0.672418
planning: 16 	P(word|ham): 0.000016 	P(ham|word): 0.867874
rw: 16 	P(word|ham): 0.000016 	P(ham|word): 0.621518
piii: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
saul: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
235: 16 	P(word|ham): 0.000016 	P(ham|word): 0.870221
ss: 16 	P(word|ham): 0.000016 	P(ham|word): 0.672418
nation: 16 	P(word|ham): 0.000016 	P(ham|word): 0.893020
neofelis: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
occur: 16 	P(word|ham): 0.000016 	P(ham|word): 0.551891
factor: 16 	P(word|ham): 0.000016 	P(ham|word): 0.786999
knowing: 16 	P(word|ham): 0.000016 	P(ham|word): 0.577782
dbp: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
netc: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
rocks: 16 	P(word|ham): 0.000016 	P(ham|word): 0.291049
aib: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
kearney: 16 	P(word|ham): 0.000016 	P(ham|word): 0.214879
scheme: 16 	P(word|ham): 0.000016 	P(ham|word): 0.773813
1700: 16 	P(word|ham): 0.000016 	P(ham|word): 0.827275
phpgroupware: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
handy: 16 	P(word|ham): 0.000016 	P(ham|word): 0.406255
beirne: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
frequently: 16 	P(word|ham): 0.000016 	P(ham|word): 0.406255
vast: 16 	P(word|ham): 0.000016 	P(ham|word): 0.600845
247: 16 	P(word|ham): 0.000016 	P(ham|word): 0.857573
loaded: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
failure: 16 	P(word|ham): 0.000016 	P(ham|word): 0.406255
puglisi: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
malformed: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
185: 16 	P(word|ham): 0.000016 	P(ham|word): 0.904235
oct: 16 	P(word|ham): 0.000016 	P(ham|word): 0.450872
february: 16 	P(word|ham): 0.000016 	P(ham|word): 0.672418
finished: 16 	P(word|ham): 0.000016 	P(ham|word): 0.551891
jac1: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
amavis: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
malte: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
tags: 16 	P(word|ham): 0.000016 	P(ham|word): 0.672418
homeip: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
graham: 16 	P(word|ham): 0.000016 	P(ham|word): 0.120372
88: 16 	P(word|ham): 0.000016 	P(ham|word): 0.962392
87: 16 	P(word|ham): 0.000016 	P(ham|word): 0.968408
student: 16 	P(word|ham): 0.000016 	P(ham|word): 0.621518
msgs: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
alias: 16 	P(word|ham): 0.000016 	P(ham|word): 0.120372
patented: 16 	P(word|ham): 0.000016 	P(ham|word): 0.577782
distribute: 16 	P(word|ham): 0.000016 	P(ham|word): 0.600845
hack: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
suck: 16 	P(word|ham): 0.000016 	P(ham|word): 0.214879
unsolicited: 16 	P(word|ham): 0.000016 	P(ham|word): 0.888106
ipfilter: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
training: 16 	P(word|ham): 0.000016 	P(ham|word): 0.896063
outblaze: 16 	P(word|ham): 0.000016 	P(ham|word): 0.854742
vip: 16 	P(word|ham): 0.000016 	P(ham|word): 0.577782
gerald: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
flatware: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
codeblue: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
visa: 16 	P(word|ham): 0.000016 	P(ham|word): 0.889793
nix: 16 	P(word|ham): 0.000016 	P(ham|word): 0.353746
distributions: 16 	P(word|ham): 0.000016 	P(ham|word): 0.214879
variables: 16 	P(word|ham): 0.000016 	P(ham|word): 0.120372
approved: 16 	P(word|ham): 0.000016 	P(ham|word): 0.919081
squirrelmail: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
portion: 16 	P(word|ham): 0.000016 	P(ham|word): 0.780604
differently: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
particles: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
somewhat: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
attempts: 16 	P(word|ham): 0.000016 	P(ham|word): 0.450872
bat: 16 	P(word|ham): 0.000016 	P(ham|word): 0.672418
ville: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
california: 16 	P(word|ham): 0.000016 	P(ham|word): 0.793031
diamond: 16 	P(word|ham): 0.000016 	P(ham|word): 0.657044
ages: 16 	P(word|ham): 0.000016 	P(ham|word): 0.793031
routine: 16 	P(word|ham): 0.000016 	P(ham|word): 0.551891
pig: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
mailsj: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
thosstew: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
cnc: 16 	P(word|ham): 0.000016 	P(ham|word): 0.577782
ssl: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
suddenly: 16 	P(word|ham): 0.000016 	P(ham|word): 0.489252
disabled: 16 	P(word|ham): 0.000016 	P(ham|word): 0.450872
dump: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
malicious: 16 	P(word|ham): 0.000016 	P(ham|word): 0.100000
ei: 16 	P(word|ham): 0.000016 	P(ham|word): 0.120372
kids: 15 	P(word|ham): 0.000015 	P(ham|word): 0.744856
dozen: 15 	P(word|ham): 0.000015 	P(ham|word): 0.225967
recipients: 15 	P(word|ham): 0.000015 	P(ham|word): 0.956599
nmrc: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
corrected: 15 	P(word|ham): 0.000015 	P(ham|word): 0.304543
synchronizing: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
parents: 15 	P(word|ham): 0.000015 	P(ham|word): 0.127375
atlasta: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
frame: 15 	P(word|ham): 0.000015 	P(ham|word): 0.875101
marty: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
compared: 15 	P(word|ham): 0.000015 	P(ham|word): 0.593442
cmd: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
spyware: 15 	P(word|ham): 0.000015 	P(ham|word): 0.127375
stars: 15 	P(word|ham): 0.000015 	P(ham|word): 0.616218
1b50: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
department: 15 	P(word|ham): 0.000015 	P(ham|word): 0.867874
pgcc: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
0e8a: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
entertainment: 15 	P(word|ham): 0.000015 	P(ham|word): 0.700193
serverbox: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
sample: 15 	P(word|ham): 0.000015 	P(ham|word): 0.895964
streaming: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
pci: 15 	P(word|ham): 0.000015 	P(ham|word): 0.797617
constant: 15 	P(word|ham): 0.000015 	P(ham|word): 0.862573
detection: 15 	P(word|ham): 0.000015 	P(ham|word): 0.127375
florence: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
loops: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
invoke: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
allowing: 15 	P(word|ham): 0.000015 	P(ham|word): 0.505385
opening: 15 	P(word|ham): 0.000015 	P(ham|word): 0.636577
largest: 15 	P(word|ham): 0.000015 	P(ham|word): 0.859760
kinda: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
damage: 15 	P(word|ham): 0.000015 	P(ham|word): 0.636577
iteration: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
responsible: 15 	P(word|ham): 0.000015 	P(ham|word): 0.754017
babies: 15 	P(word|ham): 0.000015 	P(ham|word): 0.832296
typing: 15 	P(word|ham): 0.000015 	P(ham|word): 0.466896
humphries: 15 	P(word|ham): 0.000015 	P(ham|word): 0.127375
orinoco: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
20020720211551: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
ext: 15 	P(word|ham): 0.000015 	P(ham|word): 0.862573
cl: 15 	P(word|ham): 0.000015 	P(ham|word): 0.944685
rfc822: 15 	P(word|ham): 0.000015 	P(ham|word): 0.127375
jono: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
tagged: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
0b52: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
1214711651: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
signal: 15 	P(word|ham): 0.000015 	P(ham|word): 0.636577
optimizing: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
a87d: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
appeared: 15 	P(word|ham): 0.000015 	P(ham|word): 0.225967
intellectual: 15 	P(word|ham): 0.000015 	P(ham|word): 0.304543
sunday: 15 	P(word|ham): 0.000015 	P(ham|word): 0.593442
mechanisms: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
narrow: 15 	P(word|ham): 0.000015 	P(ham|word): 0.797617
coar: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
6fb70f27: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
frank: 15 	P(word|ham): 0.000015 	P(ham|word): 0.466896
gravity: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
0a48: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
mv: 15 	P(word|ham): 0.000015 	P(ham|word): 0.421911
ns: 15 	P(word|ham): 0.000015 	P(ham|word): 0.995970
chocolate: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
paying: 15 	P(word|ham): 0.000015 	P(ham|word): 0.903306
removal: 15 	P(word|ham): 0.000015 	P(ham|word): 0.965891
worse: 15 	P(word|ham): 0.000015 	P(ham|word): 0.225967
offspring: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
pa: 15 	P(word|ham): 0.000015 	P(ham|word): 0.875101
birch: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
smilehouse: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
r1: 15 	P(word|ham): 0.000015 	P(ham|word): 0.225967
jury: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
resource: 15 	P(word|ham): 0.000015 	P(ham|word): 0.734986
heh: 15 	P(word|ham): 0.000015 	P(ham|word): 0.127375
tm: 15 	P(word|ham): 0.000015 	P(ham|word): 0.974799
kelly: 15 	P(word|ham): 0.000015 	P(ham|word): 0.225967
curious: 15 	P(word|ham): 0.000015 	P(ham|word): 0.421911
poster: 15 	P(word|ham): 0.000015 	P(ham|word): 0.636577
conry: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
ftext: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
tycho: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
band: 15 	P(word|ham): 0.000015 	P(ham|word): 0.127375
libstdc: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
workstation: 15 	P(word|ham): 0.000015 	P(ham|word): 0.368635
conditions: 15 	P(word|ham): 0.000015 	P(ham|word): 0.803424
2d8b: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
eat: 15 	P(word|ham): 0.000015 	P(ham|word): 0.784909
103: 15 	P(word|ham): 0.000015 	P(ham|word): 0.937062
showing: 15 	P(word|ham): 0.000015 	P(ham|word): 0.686473
kit: 15 	P(word|ham): 0.000015 	P(ham|word): 0.700193
relative: 15 	P(word|ham): 0.000015 	P(ham|word): 0.770498
macro: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
solve: 15 	P(word|ham): 0.000015 	P(ham|word): 0.791456
184: 15 	P(word|ham): 0.000015 	P(ham|word): 0.836304
matt: 15 	P(word|ham): 0.000015 	P(ham|word): 0.127375
handled: 15 	P(word|ham): 0.000015 	P(ham|word): 0.686473
ef0a: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
briefly: 15 	P(word|ham): 0.000015 	P(ham|word): 0.225967
6add: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
loss: 15 	P(word|ham): 0.000015 	P(ham|word): 0.958693
odonoghue: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
135: 15 	P(word|ham): 0.000015 	P(ham|word): 0.887416
temp: 15 	P(word|ham): 0.000015 	P(ham|word): 0.127375
george: 15 	P(word|ham): 0.000015 	P(ham|word): 0.567793
adaware: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
besides: 15 	P(word|ham): 0.000015 	P(ham|word): 0.636577
massive: 15 	P(word|ham): 0.000015 	P(ham|word): 0.754017
blah: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
m2n0sgojke: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
concerned: 15 	P(word|ham): 0.000015 	P(ham|word): 0.744856
lucky: 15 	P(word|ham): 0.000015 	P(ham|word): 0.421911
waste: 15 	P(word|ham): 0.000015 	P(ham|word): 0.987675
increased: 15 	P(word|ham): 0.000015 	P(ham|word): 0.930695
increases: 15 	P(word|ham): 0.000015 	P(ham|word): 0.865276
chipset: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
yep: 15 	P(word|ham): 0.000015 	P(ham|word): 0.225967
scores: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
nextserver: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
assassin: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
relay05: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
relay07: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
parameters: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
tapes: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
calm: 15 	P(word|ham): 0.000015 	P(ham|word): 0.686473
turning: 15 	P(word|ham): 0.000015 	P(ham|word): 0.421911
super: 15 	P(word|ham): 0.000015 	P(ham|word): 0.931389
dip: 15 	P(word|ham): 0.000015 	P(ham|word): 0.225967
moderator: 15 	P(word|ham): 0.000015 	P(ham|word): 0.867874
keyboards: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
maintained: 15 	P(word|ham): 0.000015 	P(ham|word): 0.304543
hda: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
moo: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
forget: 15 	P(word|ham): 0.000015 	P(ham|word): 0.904652
eskimo: 15 	P(word|ham): 0.000015 	P(ham|word): 0.127375
atlas: 15 	P(word|ham): 0.000015 	P(ham|word): 0.538690
unauthorized: 15 	P(word|ham): 0.000015 	P(ham|word): 0.225967
copies: 15 	P(word|ham): 0.000015 	P(ham|word): 0.593442
6e58: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
digest: 15 	P(word|ham): 0.000015 	P(ham|word): 0.127375
4522: 15 	P(word|ham): 0.000015 	P(ham|word): 0.914205
blog: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
xine: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
hda1: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
stocks: 15 	P(word|ham): 0.000015 	P(ham|word): 0.797617
fan: 15 	P(word|ham): 0.000015 	P(ham|word): 0.127375
4137: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
passed: 15 	P(word|ham): 0.000015 	P(ham|word): 0.870374
win98: 15 	P(word|ham): 0.000015 	P(ham|word): 0.505385
colmmacc: 15 	P(word|ham): 0.000015 	P(ham|word): 0.100000
boom: 15 	P(word|ham): 0.000015 	P(ham|word): 0.466896
master: 14 	P(word|ham): 0.000014 	P(ham|word): 0.888593
feeling: 14 	P(word|ham): 0.000014 	P(ham|word): 0.766588
drogheda1: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
netscape6: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
wired: 14 	P(word|ham): 0.000014 	P(ham|word): 0.135243
911: 14 	P(word|ham): 0.000014 	P(ham|word): 0.319349
196: 14 	P(word|ham): 0.000014 	P(ham|word): 0.918436
followed: 14 	P(word|ham): 0.000014 	P(ham|word): 0.802615
occurs: 14 	P(word|ham): 0.000014 	P(ham|word): 0.384833
hesketh: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
tisch: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
confidence: 14 	P(word|ham): 0.000014 	P(ham|word): 0.841707
appreciate: 14 	P(word|ham): 0.000014 	P(ham|word): 0.737883
dingo: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
tissue: 14 	P(word|ham): 0.000014 	P(ham|word): 0.652383
askins: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
vwh: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
serving: 14 	P(word|ham): 0.000014 	P(ham|word): 0.555783
wealthy: 14 	P(word|ham): 0.000014 	P(ham|word): 0.737883
dependencies: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
transferred: 14 	P(word|ham): 0.000014 	P(ham|word): 0.632398
gonna: 14 	P(word|ham): 0.000014 	P(ham|word): 0.319349
fortune: 14 	P(word|ham): 0.000014 	P(ham|word): 0.895851
learned: 14 	P(word|ham): 0.000014 	P(ham|word): 0.726679
grex: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
pictures: 14 	P(word|ham): 0.000014 	P(ham|word): 0.911676
lived: 14 	P(word|ham): 0.000014 	P(ham|word): 0.135243
001301c23359: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
limits: 14 	P(word|ham): 0.000014 	P(ham|word): 0.652383
movies: 14 	P(word|ham): 0.000014 	P(ham|word): 0.886617
combination: 14 	P(word|ham): 0.000014 	P(ham|word): 0.894127
repositories: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
sean: 14 	P(word|ham): 0.000014 	P(ham|word): 0.609975
infrastructure: 14 	P(word|ham): 0.000014 	P(ham|word): 0.238262
flist: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
irssi: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
sucks: 14 	P(word|ham): 0.000014 	P(ham|word): 0.135243
alphacomm: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
disease: 14 	P(word|ham): 0.000014 	P(ham|word): 0.584639
morton: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
leaves: 14 	P(word|ham): 0.000014 	P(ham|word): 0.438823
sluglug: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
newly: 14 	P(word|ham): 0.000014 	P(ham|word): 0.555783
finger: 14 	P(word|ham): 0.000014 	P(ham|word): 0.319349
successfully: 14 	P(word|ham): 0.000014 	P(ham|word): 0.748205
posts: 14 	P(word|ham): 0.000014 	P(ham|word): 0.609975
unverified: 14 	P(word|ham): 0.000014 	P(ham|word): 0.859142
0100a8c0: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
banyan: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
vsnl: 14 	P(word|ham): 0.000014 	P(ham|word): 0.384833
tcp: 14 	P(word|ham): 0.000014 	P(ham|word): 0.438823
execute: 14 	P(word|ham): 0.000014 	P(ham|word): 0.238262
promise: 14 	P(word|ham): 0.000014 	P(ham|word): 0.808526
carbon: 14 	P(word|ham): 0.000014 	P(ham|word): 0.384833
child: 14 	P(word|ham): 0.000014 	P(ham|word): 0.714474
filenames: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
commonly: 14 	P(word|ham): 0.000014 	P(ham|word): 0.686473
believed: 14 	P(word|ham): 0.000014 	P(ham|word): 0.701128
decades: 14 	P(word|ham): 0.000014 	P(ham|word): 0.555783
costs: 14 	P(word|ham): 0.000014 	P(ham|word): 0.923327
cpe: 14 	P(word|ham): 0.000014 	P(ham|word): 0.484101
pics: 14 	P(word|ham): 0.000014 	P(ham|word): 0.737883
evolved: 14 	P(word|ham): 0.000014 	P(ham|word): 0.135243
cover: 14 	P(word|ham): 0.000014 	P(ham|word): 0.757745
standing: 14 	P(word|ham): 0.000014 	P(ham|word): 0.748205
pathname: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
figured: 14 	P(word|ham): 0.000014 	P(ham|word): 0.737883
ce: 14 	P(word|ham): 0.000014 	P(ham|word): 0.983147
degrees: 14 	P(word|ham): 0.000014 	P(ham|word): 0.555783
albums: 14 	P(word|ham): 0.000014 	P(ham|word): 0.384833
affected: 14 	P(word|ham): 0.000014 	P(ham|word): 0.238262
manner: 14 	P(word|ham): 0.000014 	P(ham|word): 0.555783
barge: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
fires: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
canonical: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
towards: 14 	P(word|ham): 0.000014 	P(ham|word): 0.824309
temporary: 14 	P(word|ham): 0.000014 	P(ham|word): 0.238262
russian: 14 	P(word|ham): 0.000014 	P(ham|word): 0.942079
texas: 14 	P(word|ham): 0.000014 	P(ham|word): 0.766588
carry: 14 	P(word|ham): 0.000014 	P(ham|word): 0.632398
pen: 14 	P(word|ham): 0.000014 	P(ham|word): 0.484101
programmer: 14 	P(word|ham): 0.000014 	P(ham|word): 0.238262
blakely: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
signing: 14 	P(word|ham): 0.000014 	P(ham|word): 0.522618
ballistic: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
halvorson: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
merging: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
greatest: 14 	P(word|ham): 0.000014 	P(ham|word): 0.686473
ne: 14 	P(word|ham): 0.000014 	P(ham|word): 0.924235
57thstreet: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
weird: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
msy: 14 	P(word|ham): 0.000014 	P(ham|word): 0.100000
ant: 14 	P(word|ham): 0.000014 	P(ham|word): 0.238262
